id,slug,bucket,newness,n_countries,n_reasons,n_ban_source_links,has_court_case,has_named_plaintiff,template_fingerprint,reasoning,title
170,unfree-speech,TEMPLATE_CONFIRMED,0.909,0,0,0,0,0,"conclusion: ""This case illustrates how governments across political systems have","template conclusion: ""This case illustrates how governments across political systems have us…""",Unfree Speech
171,zhuan-falun,TEMPLATE_CONFIRMED,0.939,0,0,0,0,0,"conclusion: ""This case illustrates how religious authority and the state have hi","template conclusion: ""This case illustrates how religious authority and the state have histo…""",Zhuan Falun
172,will-the-boat-sink-the-water,TEMPLATE_CONFIRMED,0.961,0,0,0,0,0,"conclusion: ""This case illustrates how governments across political systems have","template conclusion: ""This case illustrates how governments across political systems have us…""",Will the Boat Sink the Water
173,jane-eyre,TEMPLATE_CONFIRMED,1.000,0,0,0,0,0,"conclusion: ""This case illustrates how governments across political systems have","template conclusion: ""This case illustrates how governments across political systems have us…""",Jane Eyre
174,the-hive,TEMPLATE_CONFIRMED,0.942,0,0,0,0,0,"conclusion: ""This case illustrates how governments across political systems have","template conclusion: ""This case illustrates how governments across political systems have us…""",The Hive
175,homage-to-catalonia,TEMPLATE_CONFIRMED,0.938,0,0,0,0,0,"conclusion: ""This case illustrates how governments across political systems have","template conclusion: ""This case illustrates how governments across political systems have us…""",Homage to Catalonia
176,z-vassilikos,TEMPLATE_CONFIRMED,1.000,0,0,0,0,0,"conclusion: ""This case illustrates how governments across political systems have","template conclusion: ""This case illustrates how governments across political systems have us…""",Z
177,the-king-never-smiles,TEMPLATE_CONFIRMED,0.943,0,0,0,0,0,"conclusion: ""This case illustrates how governments across political systems have","template conclusion: ""This case illustrates how governments across political systems have us…""",The King Never Smiles
178,by-grand-central-station-i-sat-down-and-wept,KEEP_NARRATIVE,0.959,0,0,0,0,0,,high newness (0.96) without rich-case signals — likely AI prose; flag for human review,By Grand Central Station I Sat Down and Wept
179,droll-stories,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Droll Stories
180,the-fugitive-pramoedya,TEMPLATE_CONFIRMED,0.936,0,0,0,0,0,"conclusion: ""This case illustrates how governments across political systems have","template conclusion: ""This case illustrates how governments across political systems have us…""",The Fugitive
181,water-for-elephants,KEEP_NARRATIVE,1.000,0,0,0,0,1,,rich signals: named-plaintiff; newness=1.00,Water for Elephants
182,roll-of-thunder-hear-my-cry,TEMPLATE_CONFIRMED,1.000,0,0,0,0,0,"conclusion: ""This case illustrates the paradox of censoring literature that crit","template conclusion: ""This case illustrates the paradox of censoring literature that critiqu…""","Roll of Thunder, Hear My Cry"
183,bless-me-ultima,TEMPLATE_CONFIRMED,1.000,0,0,0,0,0,"conclusion: ""This case illustrates how religious authority and the state have hi","template conclusion: ""This case illustrates how religious authority and the state have histo…""","Bless Me, Ultima"
184,the-poisonwood-bible,TEMPLATE_CONFIRMED,1.000,0,0,0,0,0,"conclusion: ""This case illustrates how governments across political systems have","template conclusion: ""This case illustrates how governments across political systems have us…""",The Poisonwood Bible
185,angelas-ashes,TEMPLATE_CONFIRMED,1.000,0,0,0,0,0,"conclusion: ""This case illustrates how religious authority and the state have hi","template conclusion: ""This case illustrates how religious authority and the state have histo…""",Angela's Ashes
186,drama-telgemeier,TEMPLATE_CONFIRMED,1.000,0,0,0,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Drama
187,snow-falling-on-cedars,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Snow Falling on Cedars
188,running-loose,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Running Loose
189,the-sleepwalkers-broch,TEMPLATE_CONFIRMED,1.000,0,0,0,0,0,"conclusion: ""This case illustrates how governments across political systems have","template conclusion: ""This case illustrates how governments across political systems have us…""",The Sleepwalkers
190,mother-courage-and-her-children,TEMPLATE_CONFIRMED,1.000,0,0,0,0,0,"conclusion: ""This case illustrates how governments across political systems have","template conclusion: ""This case illustrates how governments across political systems have us…""",Mother Courage and Her Children
191,the-painted-bird,TEMPLATE_CONFIRMED,0.972,0,0,0,0,0,"conclusion: ""This case illustrates how governments across political systems have","template conclusion: ""This case illustrates how governments across political systems have us…""",The Painted Bird
192,tricks,KEEP_NARRATIVE,1.000,0,0,0,0,1,,rich signals: named-plaintiff; newness=1.00,Tricks
194,identical,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Identical
195,throne-of-glass,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Throne of Glass
196,impulse,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Impulse
197,out-of-darkness,KEEP_NARRATIVE,1.000,0,0,0,0,1,,rich signals: named-plaintiff; newness=1.00,Out of Darkness
199,empire-of-storms,KEEP_NARRATIVE,1.000,0,0,0,0,1,,rich signals: named-plaintiff; newness=1.00,Empire of Storms
200,a-court-of-mist-and-fury,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,A Court of Mist and Fury
201,a-court-of-wings-and-ruin,KEEP_NARRATIVE,0.975,0,0,0,0,0,,high newness (0.97) without rich-case signals — likely AI prose; flag for human review,A Court of Wings and Ruin
202,me-and-earl-and-the-dying-girl,KEEP_NARRATIVE,1.000,0,0,0,0,1,,rich signals: named-plaintiff; newness=1.00,Me and Earl and the Dying Girl
203,assassination-classroom,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Assassination Classroom
204,a-court-of-frost-and-starlight,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,A Court of Frost and Starlight
205,lucky-as,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Lucky
206,perfect-eh,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Perfect (EH)
207,living-dead-girl,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Living Dead Girl
209,i-am-not-your-perfect-mexican-daughter,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,I Am Not Your Perfect Mexican Daughter
210,beyond-magenta-transgender-teens-speak-out,TEMPLATE_CONFIRMED,1.000,0,0,0,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Beyond Magenta: Transgender Teens Speak Out
212,kingdom-of-ash,KEEP_NARRATIVE,1.000,0,0,0,0,1,,rich signals: named-plaintiff; newness=1.00,Kingdom of Ash
214,a-court-of-silver-flames,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,A ​Court of Silver Flames
215,mondays-not-coming,KEEP_NARRATIVE,1.000,0,0,0,0,1,,rich signals: named-plaintiff; newness=1.00,Monday's Not Coming
216,damsel,KEEP_NARRATIVE,1.000,0,0,0,0,1,,rich signals: named-plaintiff; newness=1.00,Damsel
217,last-night-at-the-telegraph-club,TEMPLATE_CONFIRMED,1.000,0,0,0,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Last Night at the Telegraph Club
218,shine,TEMPLATE_CONFIRMED,1.000,0,0,0,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Shine
219,the-haters,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,The Haters
220,flamer,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Flamer
221,wicked-the-life-and-times-of-the-wicked-witch-of-the-west,TEMPLATE_CONFIRMED,1.000,0,0,0,0,0,"conclusion: ""This case illustrates how governments across political systems have","template conclusion: ""This case illustrates how governments across political systems have us…""",Wicked: The Life and Times of the Wicked Witch of the West
223,fallout,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Fallout
224,what-girls-are-made-of,KEEP_NARRATIVE,1.000,0,0,0,0,1,,rich signals: named-plaintiff; newness=1.00,What Girls Are Made Of
225,the-carnival-at-bray,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,The Carnival at Bray
226,l8r-g8r,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,"l8r, g8r"
227,the-handmaids-tale-the-graphic-novel,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,The Handmaid's Tale: The Graphic Novel
229,milk-and-honey,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Milk and Honey
230,the-infinite-moment-of-us,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,The Infinite Moment of Us
231,a-stolen-life,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,A Stolen Life
232,the-fault-in-our-stars,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,The Fault in Our Stars
233,the-nowhere-girls,KEEP_NARRATIVE,0.972,0,0,0,0,0,,high newness (0.97) without rich-case signals — likely AI prose; flag for human review,The Nowhere Girls
234,it-ends-with-us,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,It Ends with Us
235,the-lovely-bones,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,The Lovely Bones
236,the-poet-x,TEMPLATE_CONFIRMED,1.000,0,0,0,0,0,"conclusion: ""This case illustrates how religious authority and the state have hi","template conclusion: ""This case illustrates how religious authority and the state have histo…""",The Poet X
237,people-kill-people,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,People Kill People
238,glass,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Glass
239,red-white-and-royal-blue,TEMPLATE_CONFIRMED,1.000,0,0,0,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""","Red, White, and Royal Blue"
241,the-female-of-the-species,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,The Female of the Species
242,red-hood,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Red Hood
243,tower-of-dawn,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Tower of Dawn
244,homegoing,TEMPLATE_CONFIRMED,1.000,0,0,0,0,0,"conclusion: ""This case illustrates the paradox of censoring literature that crit","template conclusion: ""This case illustrates the paradox of censoring literature that critiqu…""",Homegoing
245,this-one-summer,KEEP_NARRATIVE,0.971,0,0,0,0,0,,high newness (0.97) without rich-case signals — likely AI prose; flag for human review,This One Summer
246,the-sun-and-her-flowers,TEMPLATE_CONFIRMED,1.000,0,0,0,0,0,"conclusion: ""This case illustrates the paradox of censoring literature that crit","template conclusion: ""This case illustrates the paradox of censoring literature that critiqu…""",The Sun and Her Flowers
247,boy-toy,KEEP_NARRATIVE,1.000,0,0,0,0,1,,rich signals: named-plaintiff; newness=1.00,Boy Toy
248,where-the-crawdads-sing,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Where the Crawdads Sing
249,extremely-loud-and-incredibly-close,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Extremely Loud and Incredibly Close
250,traffick,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Traffick
251,like-a-love-story,TEMPLATE_CONFIRMED,1.000,0,0,0,0,0,"conclusion: ""This case is part of a global pattern in which LGBTQ+ representatio","template conclusion: ""This case is part of a global pattern in which LGBTQ+ representation i…""",Like a Love Story
252,life-is-funny,KEEP_NARRATIVE,0.984,0,0,0,0,1,,rich signals: named-plaintiff; newness=0.98,Life is Funny
253,push,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Push
254,blankets,KEEP_NARRATIVE,1.000,0,0,0,0,1,,rich signals: named-plaintiff; newness=1.00,Blankets
255,a-game-of-thrones,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,A Game of Thrones
256,shatter-me,KEEP_NARRATIVE,1.000,0,0,0,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Shatter Me
257,the-freedom-writers-diary,TEMPLATE_CONFIRMED,1.000,0,0,0,0,0,"conclusion: ""This case illustrates how governments across political systems have","template conclusion: ""This case illustrates how governments across political systems have us…""",The Freedom Writers Diary
